HIST_BACKFILL_051,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_redesigned_task_smoke_guard_patch.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=ea3988d920b8db40a7928225fcf2acac1fb84ac7806cf2dc7978defd8d8342cd; source_path=run_idare_label_semantics_redesigned_task_smoke_guard_patch.sh; not curated and not executed during archival.
HIST_BACKFILL_052,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_redesigned_task_smoke_tests.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=f25993f6f8b02d18bf954d893ffefacbbb91717dc32b37862bc98fd87def3aaa; source_path=run_idare_label_semantics_redesigned_task_smoke_tests.sh; not curated and not executed during archival.
HIST_BACKFILL_053,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_redesigned_task_spec_fix_or_stop_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=f6251310b500c40a293fd5be6b96fcd8d189df45b8aab37533ad8293f0a1fea5; source_path=run_idare_label_semantics_redesigned_task_spec_fix_or_stop_report.sh; not curated and not executed during archival.
HIST_BACKFILL_054,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_task_redesign_or_stop_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=2be49feb46e8c1547a97615168a71c0f859ccfd9909634cb22382b021915cdf8; source_path=run_idare_label_semantics_task_redesign_or_stop_report.sh; not curated and not executed during archival.
HIST_BACKFILL_055,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_task_redesign_spec.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=f9e8d8a341353531244049e6c7d826bf10de597cfec31eaf060f47b3dda7fce0; source_path=run_idare_label_semantics_task_redesign_spec.sh; not curated and not executed during archival.
HIST_BACKFILL_056,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_minimal_subject_relative_preprocessed_training_first_pass.sh,guardrailed_training_or_ablation_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=bc0021b1f03c916f7330dc3bcdb7a29bf573fe7ef073a41f66831ec4f0dd1dfb; source_path=run_idare_minimal_subject_relative_preprocessed_training_first_pass.sh; not curated and not executed during archival.
HIST_BACKFILL_057,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_minimal_subject_relative_training_first_pass.sh,guardrailed_training_or_ablation_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=fe3437d50b24d5d7b0c4ebfa99de705ccc072b8a0d3d04fe30b3529ad52cd219; source_path=run_idare_minimal_subject_relative_training_first_pass.sh; not curated and not executed during archival.
HIST_BACKFILL_058,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_minimal_supcon_dg_first_pass_training.sh,guardrailed_training_or_ablation_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=53f68359bc123f734eb481d6a4fada10e574955ca6dc072bc4f203b100da723e; source_path=run_idare_minimal_supcon_dg_first_pass_training.sh; not curated and not executed during archival.
HIST_BACKFILL_059,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_label_task_redesign_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=68927975e7022e23a236c59988aef5d6f96bc8c6b54d13117a753ac89ebd1aa6; source_path=run_idare_representation_label_task_redesign_report.sh; not curated and not executed during archival.
HIST_BACKFILL_060,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_label_task_redesign_report_fixed.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=9db0260189b9876092169daf23d4e7671706cd814925fb60cf94d6921048d9d3; source_path=run_idare_representation_label_task_redesign_report_fixed.sh; not curated and not executed during archival.
HIST_BACKFILL_061,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_or_label_semantics_failure_analysis_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=1cd26869ccba221b4bc8c1fb9af10c63f164b6a88690d2eac6062cb3197670b6; source_path=run_idare_representation_or_label_semantics_failure_analysis_report.sh; not curated and not executed during archival.
HIST_BACKFILL_062,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_root_cause_diagnostic_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=15f9d9638d37710e09651adacde40ff4399e25e55933940b28d80225832425de; source_path=run_idare_root_cause_diagnostic_report.sh; not curated and not executed during archival.
HIST_BACKFILL_063,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_script_archival_and_reproducibility_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=e5b6f0dcd8841bed96592531ad16ae12add8d0789cb7b439d4de128f891dba2d; source_path=run_idare_script_archival_and_reproducibility_report.sh; not curated and not executed during archival.
HIST_BACKFILL_064,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_relative_representation_preprocessing_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=31f23aefb287c303813fd9268de109bd464d1944ed00771c70a89762cce79c36; source_path=run_idare_subject_relative_representation_preprocessing_report.sh; not curated and not executed during archival.
HIST_BACKFILL_065,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_relative_task_formulation_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=835dfcff85d51db4284a9a9711d0436246b0d7b95c9f7e56db25b52e3e5b60cb; source_path=run_idare_subject_relative_task_formulation_report.sh; not curated and not executed during archival.
HIST_BACKFILL_066,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_intervention_failure_analysis_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=de4934d550ab706c84e0cfa0cf5bc7f8210be1266e723ed0cf4ec35e60babae1; source_path=run_idare_subject_variability_intervention_failure_analysis_report.sh; not curated and not executed during archival.
HIST_BACKFILL_067,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_supcon_dg_design_spec.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=4b32086c6659689ac0daba26b8a5aad730749d4e86bd89406a6a4625121a25d4; source_path=run_idare_subject_variability_supcon_dg_design_spec.sh; not curated and not executed during archival.
HIST_BACKFILL_068,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_supcon_dg_smoke_tests.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=ed8b36475a80b0feb5d0a0f6e031fb22db665190defccf66dd1903da5ccd6577; source_path=run_idare_subject_variability_supcon_dg_smoke_tests.sh; not curated and not executed during archival.
HIST_BACKFILL_069,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_supcon_dg_failure_analysis_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=952d9c99e06fd66b8906b449e8faf08fe158a066d8d2cf1771fc3b02e5b36e62; source_path=run_idare_supcon_dg_failure_analysis_report.sh; not curated and not executed during archival.
HIST_BACKFILL_070,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=436eb03bf300884d01dca5241086b1cd4092fff523e74977637778ab63ee427e; source_path=run_idare_supcon_dg_pair_sampler_failure_analysis_report.sh; not curated and not executed during archival.
HIST_BACKFILL_071,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_targeted_supcon_dg_pair_sampler_ablation.sh,guardrailed_training_or_ablation_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=360bf896ae98b31d39343e5a508b1e00d6cb015368f3a5d7cdb8c45007946ea6; source_path=run_idare_targeted_supcon_dg_pair_sampler_ablation.sh; not curated and not executed during archival.
