path,size_bytes,size_mb,deep_terms,result_terms,snippets,priority_score
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_objective.md,2289,0.0022,"temporal,representation,loso","accuracy,acc,arousal,subject,fold,baseline","L11: Should the narrow EEG/arousal bandpower-temporal feature patch branch be archived, and what limited read-only rethink path remains defensible? || L13: ## Accepted Context || L15: Accepted diagnosis: `feature_representation_patch_first_pass_no_actionable_signal` || L17: Selected patch: `PATCH_A_eeg_arousal_bandpower_temporal_stats_v1` || L19: Selected formulation: `within_subject_pairwise_affect_preference_ranking_v1` || L21: Best cell: `bandpower_temporal_stats_v1` / `ridge_classifier_pairwise_feature_patch` || L23: Best mean balanced accuracy: `0.516756` || L25: Delta vs majority baseline: `0.016756`",12
docs/roca/eeg_smoke_diagnostic_model_comparison_current.csv,1936,0.0018,,"accuracy,acc,rmse,pearson,arousal,subject,fold","L1: experiment,target,model,n,aggregate_rmse,stimulus_rmse,aggregate_lift_vs_stimulus_rmse,aggregate_auroc,stimulus_auroc,aggregate_lift_vs_stimulus_auroc,aggregate_balanced_accuracy,stimulus_balanced_accuracy,aggregate_d... || L2: 05b_residual_smoke,arousal,eeg_bc_residual_huber_smoke,192,2.479365675677111,2.383014197656634,-0.09635147802047728,0.6533657566043992,0.6476732618547585,0.005692494749640731,0.6279982314579419,0.6279982314579419,-0.0... || L3: 05c_stabilized_residual_smoke,arousal,eeg_bc_residual_huber_norm_stabilized_smoke,192,2.4435752072042414,2.383014197656634,-0.06056100954760746,0.6566817729634132,0.6476732618547585,0.009008511108654749,0.627998231457... || L4: 05d_multitask_highlow_smoke,arousal,eeg_bc_residual_huber_norm_multitask_smoke,192,2.486073928962678,2.383014197656634,-0.10305973130604418,0.625732286945949,0.6476732618547585,-0.02194097490880953,0.6234110754946391,...",12
docs/idare_subject_variability_intervention_failure_decision_matrix.csv,1728,0.0016,"representation,embedding,loso,cross-subject","loss,subject,test,baseline","L1: candidate_next_method,targets_subject_variability_directly,evidence_for,evidence_against_or_risk,decision,recommended_scope || L2: Affective SupCon across subjects,yes,Designed to pull same-affect samples from different subjects together and counter subject-dominated embeddings.,Will fail if label/task signal is intrinsically weak or batch sample... || L3: VREx / domain generalization,yes,Explicitly penalizes risk variance across subject environments; matches subject-heldout failure mode.,Needs enough per-environment samples and careful environment definition.,justified... || L4: Generic feature engineering,weakly,May improve signal quality if feature representation is poor.,Previous preprocessing/feature change did not address cross-subject affective alignment.,pause_as_primary_next_step,only... || L5: Subject-aware calibration/adaptation,yes_if_protocol_allows,Could handle subject-specific baselines if calibration samples are scientifically allowed.,May violate pure LOSO/zero-calibration setting; needs explicit pro... || L6: Further task/label redesign,partly,May be needed if even subject-targeted losses cannot find signal.,Subject-relative q33 already tested minimally and was insufficient alone.,keep_as_backup_path,revisit after SupCon/D...",12
docs/idare_representation_or_label_semantics_failure_analysis_review_status.md,1612,0.0015,"deep,representation,loso,cross-subject","acc,f1,subject,fold",L1: # I-DARE Representation or Label-Semantics Failure Analysis Review Status || L5: Status: human review accepted. || L11: The read-only representation/label-semantics failure analysis is accepted. || L13: Accepted diagnosis: `label_semantics_and_representation_transfer_joint_bottleneck` || L15: Accepted recommended next objective: `label_semantics_task_redesign_or_stop_objective` || L17: ## Evidence Accepted || L19: - `docs/idare_representation_or_label_semantics_failure_analysis_report.md` || L20: - `docs/idare_label_semantics_cross_subject_audit.csv`,12
docs/idare_eeg_cache_focused_baseline_plan.md,1586,0.0015,loso,"accuracy,acc,f1,loss,valence,arousal,subject,fold,test,baseline","L1: # I-DARE EEG Cache-Based Focused Baseline Plan || L5: Run a short, cache-based EEG-only baseline after the score-5 multi-fold policy-selection pilot. || L14: `discard_midpoint` remains implemented, but it is deprioritized for this focused baseline. || L20: This step should test whether the EEG-only model shows any stable signal under the two surviving score-5 policies before committing to heavier LOSO or multimodal experiments. || L25: tasks: valence, arousal || L28: folds: 6 subject-held-out folds over all cached subjects || L31: loss: class-weighted CrossEntropyLoss || L39: docs/idare_eeg_cache_focused_baseline.md",12
docs/idare_eeg_cache_policy_mini_baseline_plan.md,1125,0.0011,loso,"accuracy,acc,f1,loss,valence,arousal,subject,test,validation,baseline","L1: # I-DARE Cache-Based Policy Mini-Baseline Plan || L5: The previous full-ish EEG baseline attempt was too slow because it read MATLAB/HDF5 files during training. || L19: scripts/15_run_idare_eeg_cache_policy_mini_baseline.py || L22: ## What It Tests || L27: valence || L28: arousal || L42: train subjects: 5, 6, 7, 8, 9, 10, 11, 12 || L43: validation subjects: 1, 2, 3, 13",12
docs/roca/idare_subject_calibration_model_family_confirmatory_stats_current_verdict.csv,1096,0.001,few-shot,"rmse,loss,valence,arousal,subject","L1: target,decision,best_candidate_model,best_k_calibration,locked_reference_model,best_rmse,locked_reference_rmse,best_lift_vs_locked_reference_rmse,best_lift_vs_stimulus_rmse,mean_subject_improvement_locked_minus_model,... || L2: arousal,GO_CONFIRMED_MODEL_FAMILY_CALIBRATION,kernel_residual_shrink4,16,bias_shrink4,1.6576672767528169,1.7343610762407864,0.0766937994879697,0.2882764409522782,0.07691612884550403,0.046819978646512085,0.108355290454... || L3: valence,GO_CONFIRMED_MODEL_FAMILY_CALIBRATION,kernel_residual_shrink4,16,bias_shrink4,1.1591886890005123,1.2461179604777664,0.086929271477254,0.1000239849229198,0.09141381954888461,0.05676904543541538,0.13082985956465...",12
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_spec_review_status.md,979,0.0009,"temporal,representation,loso","acc,arousal,subject,fold,test,validation","L1: # I-DARE Alternative Pairwise Feature-Representation Patch Spec Review Status || L5: Status: human review accepted. || L11: The feature-representation patch spec is accepted for closeout. || L13: Accepted diagnosis: `feature_representation_patch_spec_complete` || L15: Accepted selected patch: `PATCH_A_eeg_arousal_bandpower_temporal_stats_v1` || L17: Accepted formulation: `within_subject_pairwise_affect_preference_ranking_v1` || L19: Accepted run matrix rows: `96` || L23: This review authorizes creating a smoke-tests objective for feature extraction, fold-local transform guards, leakage checks, and output-shape validation.",12
docs/roca/stimulus_only_baseline_current.md,762,0.0007,loso,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,baseline",L1: # ROCA-I-DARE Stimulus-Only Baseline || L3: Protocol: strict LOSO. No EEG/EMG model was trained. || L7: | target | model | n | mae | rmse | pearson | spearman | ccc | accuracy | balanced_accuracy | macro_f1 | auroc | || L9: | valence | global_mean | 2016 | 2.1035 | 2.5188 | -0.1497 | -0.1451 | -0.0007 | 0.5759 | 0.5000 | 0.3654 | 0.4159 | || L10: | valence | stimulus_only | 2016 | 1.0221 | 1.2578 | 0.8663 | 0.8414 | 0.8581 | 0.8879 | 0.8922 | 0.8866 | 0.9443 | || L11: | arousal | global_mean | 2016 | 2.1877 | 2.5210 | -0.3948 | -0.3802 | -0.0050 | 0.6592 | 0.5000 | 0.3973 | 0.2940 | || L12: | arousal | stimulus_only | 2016 | 1.5799 | 1.9442 | 0.6344 | 0.5985 | 0.5794 | 0.8011 | 0.7686 | 0.7739 | 0.8041 |,12
docs/roca/idare_subject_calibration_model_family_comparison_current_verdict.csv,704,0.0007,few-shot,"rmse,valence,arousal,subject,baseline","L1: target,decision,best_candidate_model,best_k_calibration,best_rmse,locked_reference_model,locked_reference_rmse,best_lift_vs_locked_reference_rmse,rmse_win_margin_vs_locked,mean_delta_rmse_model_minus_locked,reason || L2: arousal,GO_MODEL_FAMILY_BEATS_LOCKED_FEWSHOT,kernel_residual_shrink4,16,1.6576672767528167,bias_shrink4,1.7343610762407864,0.07669379948796973,31.0,-0.076916128845504,candidate beats locked few-shot baseline in pooled... || L3: valence,GO_MODEL_FAMILY_BEATS_LOCKED_FEWSHOT,kernel_residual_shrink4,16,1.1591886890005123,bias_shrink4,1.2461179604777664,0.08692927147725404,23.0,-0.09141381954888458,candidate beats locked few-shot baseline in pool...",12
docs/roca/eeg_oracle_arch_ablation_arousal_current_history.csv,2079299,1.983,"attention,temporal,embedding","rmse,loss,arousal,subject,test","L1: epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_outer_mean,y_outer_std,oracle_test_checkpoint_selection,early_stop,arch_config,arch_description || L2: 1,0.44232327899625223,0.9624524072499802,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A0_current,Current model config: lite + GN + concat stem + learnable cha... || L3: 2,0.4311376170765969,0.9530722441371869,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A0_current,Current model config: lite + GN + concat stem + learnable chan... || L4: 3,0.41953982893497715,0.9383435648811467,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A0_current,Current model config: lite + GN + concat stem + learnable cha... || L5: 4,0.40153729963687157,0.9640758067052104,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A0_current,Current model config: lite + GN + concat stem + learnable cha... || L6: 5,0.39359493697843245,0.9706675054169696,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A0_current,Current model config: lite + GN + concat stem + learnable cha... || L7: 6,0.36512717099920394,1.0545276407772117,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A0_current,Current model config: lite + GN + concat stem + learnable cha... || L8: 7,0.33446303899249724,1.0763902550217597,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A0_current,Current model config: lite + GN + concat stem + learnable cha...",11
docs/roca/idare_subject_calibration_model_family_comparison_current_subject_metrics.csv,1065853,1.0165,,"rmse,mae,pearson,valence,arousal,subject","L1: target,k_calibration,model,subject_id,n,rmse,mae,pearson,stimulus_rmse_reference,lift_vs_stimulus_rmse || L2: arousal,0,stimulus_only,1,32,1.8757326005488377,1.5544354838709677,0.6396747039031424,1.8757326005488377,0.0 || L3: arousal,0,stimulus_only,2,32,2.7325131631493744,2.326108870967742,0.7271361956690021,2.7325131631493744,0.0 || L4: arousal,0,stimulus_only,3,32,1.8533457350509737,1.645665322580645,0.6357247908214484,1.8533457350509737,0.0 || L5: arousal,0,stimulus_only,5,32,1.7548362080449436,1.4047379032258065,0.6946450633141555,1.7548362080449436,0.0 || L6: arousal,0,stimulus_only,6,32,3.7325121194933057,3.337701612903226,0.3170827001100329,3.7325121194933057,0.0 || L7: arousal,0,stimulus_only,7,32,1.6252851346734933,1.3487903225806452,0.664034725547573,1.6252851346734933,0.0 || L8: arousal,0,stimulus_only,8,32,1.9187893074403857,1.7182459677419355,0.7647247061481831,1.9187893074403857,0.0",11
docs/idare_broader_eval_eeg_bsl_stats_primary.json,933133,0.8899,representation,"accuracy,acc,f1,loss,valence,arousal,subject,fold,baseline","L5: ""eeg_npy"": "".cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy"", || L6: ""eeg_index"": "".cache/idare_eeg_cache_index_baseline_corrected.csv"", || L21: ""valence"", || L22: ""arousal"" || L28: ""folds"": 6, || L38: ""representation"": ""baseline-corrected STIM-BSL EEG response cache + compact BSL stats sidecar"", || L43: ""task"": ""arousal"", || L47: ""final_macro_f1"": {",11
docs/roca/emg_augmented_probe_per_subject_metrics_current.csv,178790,0.1705,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,subject,test","L1: target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std || L2: valence,stimulus_only,1,32,0.9949596774193548,1.2045860597907678,0.8922484634653423,0.8852213172599906,0.8696574444021503,0.875,0.8423645320197044,0.93125,1.204586059790768,0.994959677419355,,,0.0,0.0 || L3: valence,stimulus_only,2,32,1.2086693548387097,1.5487178326209212,0.8530610427473128,0.8036062294190673,0.8155188676443325,0.8947368421052632,0.8745098039215686,0.8987854251012146,1.5487178326209212,1.2086693548387097,... || L4: valence,stimulus_only,3,32,1.0554435483870968,1.1964804330363776,0.8980289713149182,0.8938103224205145,0.8791629847348005,0.875,0.8423645320197044,0.9708333333333333,1.1964804330363776,1.0554435483870968,,,0.0,0.0 || L5: valence,stimulus_only,5,32,1.2268145161290323,1.4945269559497258,0.8646215886593648,0.8429278417012366,0.8302088014852526,0.90625,0.906158357771261,0.96875,1.4945269559497258,1.2268145161290325,,,0.0,0.0 || L6: valence,stimulus_only,6,32,1.045866935483871,1.1570929690036984,0.9562877492680013,0.9488688459347856,0.9046669303375,0.9411764705882353,0.9375,0.984313725490196,1.1570929690036986,1.045866935483871,,,0.0,0.0 || L7: valence,stimulus_only,7,32,0.6224798387096775,0.7714954244234683,0.9432491857811657,0.9453048098417813,0.9293617423621147,0.875,0.8423645320197044,0.9958333333333333,0.7714954244234683,0.6224798387096775,,,0.0,0.0 || L8: valence,stimulus_only,8,32,0.830141129032258,1.0246974566824736,0.9426106711880112,0.9277093877462874,0.9135909924133965,0.96875,0.9687194525904204,1.0,1.0246974566824736,0.830141129032258,,,0.0,0.0",11
docs/roca/emg_expanded_probe_per_subject_metrics_current.csv,175989,0.1678,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,subject,test","L1: target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std || L2: valence,stimulus_only,1,32,0.9949596774193548,1.2045860597907678,0.8922484634653423,0.8852213172599906,0.8696574444021503,0.875,0.8423645320197044,0.93125,1.204586059790768,0.994959677419355,,,0.0,0.0 || L3: valence,stimulus_only,2,32,1.2086693548387097,1.5487178326209212,0.8530610427473128,0.8036062294190673,0.8155188676443325,0.8947368421052632,0.8745098039215686,0.8987854251012146,1.5487178326209212,1.2086693548387097,... || L4: valence,stimulus_only,3,32,1.0554435483870968,1.1964804330363776,0.8980289713149182,0.8938103224205145,0.8791629847348005,0.875,0.8423645320197044,0.9708333333333333,1.1964804330363776,1.0554435483870968,,,0.0,0.0 || L5: valence,stimulus_only,5,32,1.2268145161290323,1.4945269559497258,0.8646215886593648,0.8429278417012366,0.8302088014852526,0.90625,0.906158357771261,0.96875,1.4945269559497258,1.2268145161290325,,,0.0,0.0 || L6: valence,stimulus_only,6,32,1.045866935483871,1.1570929690036984,0.9562877492680013,0.9488688459347856,0.9046669303375,0.9411764705882353,0.9375,0.984313725490196,1.1570929690036986,1.045866935483871,,,0.0,0.0 || L7: valence,stimulus_only,7,32,0.6224798387096775,0.7714954244234683,0.9432491857811657,0.9453048098417813,0.9293617423621147,0.875,0.8423645320197044,0.9958333333333333,0.7714954244234683,0.6224798387096775,,,0.0,0.0 || L8: valence,stimulus_only,8,32,0.830141129032258,1.0246974566824736,0.9426106711880112,0.9277093877462874,0.9135909924133965,0.96875,0.9687194525904204,1.0,1.0246974566824736,0.830141129032258,,,0.0,0.0",11
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_subject_metrics.csv,133014,0.1269,,"rmse,mae,pearson,valence,arousal,subject","L1: target,k_calibration,model,subject_id,n,rmse,mae,pearson,stimulus_rmse_reference,lift_vs_stimulus_rmse || L2: arousal,0,stimulus_only,1,32,2.256792468282797,1.9464285714285714,0.4359892083549862,2.256792468282797,0.0 || L3: arousal,0,stimulus_only,2,32,2.5696918738499783,2.2232142857142856,0.6812594080825531,2.5696918738499783,0.0 || L4: arousal,0,stimulus_only,3,32,2.3170287976155133,2.0446428571428568,0.6882071528018303,2.3170287976155133,0.0 || L5: arousal,0,stimulus_only,5,32,1.660234185595637,1.4375,0.6357245777272718,1.660234185595637,0.0 || L6: arousal,0,stimulus_only,6,32,3.6071428571428568,3.276785714285714,0.1404534248431647,3.6071428571428568,0.0 || L7: arousal,0,stimulus_only,7,32,2.0531831931149727,1.7857142857142858,0.6660658489864572,2.0531831931149727,0.0 || L8: arousal,0,stimulus_only,8,32,2.4951483535297956,2.2142857142857144,0.7389059386402063,2.4951483535297956,0.0",11
docs/roca/emg_only_probe_per_subject_metrics_current.csv,122389,0.1167,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,subject,test","L1: target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,accuracy,balanced_accuracy,macro_f1,auroc,dev_n,true_dev_std,true_dev_mae_if_zero,pred_dev_mean,pred_dev_std,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign... || L2: valence,stimulus_only,1,32,0.9949596774193548,1.2045860597907678,0.8922484634653423,0.8852213172599906,0.8696574444021503,0.84375,0.875,0.8423645320197044,0.93125,32,1.1175376128242858,0.994959677419355,0.0,0.0,0.9949... || L3: valence,stimulus_only,2,32,1.2086693548387097,1.5487178326209212,0.8530610427473128,0.8036062294190673,0.8155188676443325,0.875,0.8947368421052632,0.8745098039215686,0.8987854251012146,32,1.499820800408392,1.208669354... || L4: valence,stimulus_only,3,32,1.0554435483870968,1.1964804330363776,0.8980289713149182,0.8938103224205145,0.8791629847348005,0.84375,0.875,0.8423645320197044,0.9708333333333333,32,1.1803897435466537,1.0554435483870968,0.... || L5: valence,stimulus_only,5,32,1.2268145161290323,1.4945269559497258,0.8646215886593648,0.8429278417012366,0.8302088014852526,0.90625,0.90625,0.906158357771261,0.96875,32,1.4829722032698982,1.2268145161290325,0.0,0.0,1.22... || L6: valence,stimulus_only,6,32,1.045866935483871,1.1570929690036984,0.9562877492680013,0.9488688459347856,0.9046669303375,0.9375,0.9411764705882353,0.9375,0.984313725490196,32,1.1527374217875292,1.045866935483871,0.0,0.0,... || L7: valence,stimulus_only,7,32,0.6224798387096775,0.7714954244234683,0.9432491857811657,0.9453048098417813,0.9293617423621147,0.84375,0.875,0.8423645320197044,0.9958333333333333,32,0.7539040491205143,0.6224798387096775,0.... || L8: valence,stimulus_only,8,32,0.830141129032258,1.0246974566824736,0.9426106711880112,0.9277093877462874,0.9135909924133965,0.96875,0.96875,0.9687194525904204,1.0,32,0.9651393883815917,0.830141129032258,0.0,0.0,0.8301411...",11
docs/idare_eeg_cache_policy_mini_baseline.json,104973,0.1001,torch,"accuracy,acc,f1,loss,valence,arousal,subject,validation,baseline","L5: ""valence"", || L6: ""arousal"" || L17: ""train_subjects"": [ || L27: ""val_subjects"": [ || L39: ""torch_version"": ""2.11.0+cu128"", || L46: ""task"": ""arousal"", || L49: ""final_accuracy_mean"": 0.6, || L50: ""final_accuracy_std"": 0.09565217391304348,",11
docs/roca/emg_nonlinear_probe_per_subject_metrics_current.csv,99884,0.0953,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,subject,test","L1: target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std || L2: valence,stimulus_only,1,32,0.9949596774193548,1.2045860597907678,0.8922484634653423,0.8852213172599906,0.8696574444021503,0.875,0.8423645320197044,0.93125,1.204586059790768,0.994959677419355,,,0.0,0.0 || L3: valence,stimulus_only,2,32,1.2086693548387097,1.5487178326209212,0.8530610427473128,0.8036062294190673,0.8155188676443325,0.8947368421052632,0.8745098039215686,0.8987854251012146,1.5487178326209212,1.2086693548387097,... || L4: valence,stimulus_only,3,32,1.0554435483870968,1.1964804330363776,0.8980289713149182,0.8938103224205145,0.8791629847348005,0.875,0.8423645320197044,0.9708333333333333,1.1964804330363776,1.0554435483870968,,,0.0,0.0 || L5: valence,stimulus_only,5,32,1.2268145161290323,1.4945269559497258,0.8646215886593648,0.8429278417012366,0.8302088014852526,0.90625,0.906158357771261,0.96875,1.4945269559497258,1.2268145161290325,,,0.0,0.0 || L6: valence,stimulus_only,6,32,1.045866935483871,1.1570929690036984,0.9562877492680013,0.9488688459347856,0.9046669303375,0.9411764705882353,0.9375,0.984313725490196,1.1570929690036986,1.045866935483871,,,0.0,0.0 || L7: valence,stimulus_only,7,32,0.6224798387096775,0.7714954244234683,0.9432491857811657,0.9453048098417813,0.9293617423621147,0.875,0.8423645320197044,0.9958333333333333,0.7714954244234683,0.6224798387096775,,,0.0,0.0 || L8: valence,stimulus_only,8,32,0.830141129032258,1.0246974566824736,0.9426106711880112,0.9277093877462874,0.9135909924133965,0.96875,0.9687194525904204,1.0,1.0246974566824736,0.830141129032258,,,0.0,0.0",11
docs/idare_eeg_policy_mini_baseline.json,97732,0.0932,torch,"accuracy,acc,f1,loss,valence,arousal,subject,validation,baseline","L5: ""valence"", || L6: ""arousal"" || L17: ""train_subjects"": [ || L27: ""val_subjects"": [ || L37: ""torch_version"": ""2.11.0+cu128"", || L43: ""task"": ""arousal"", || L46: ""final_accuracy_mean"": 0.6217391304347826, || L47: ""final_accuracy_std"": 0.07391304347826089,",11
docs/idare_calibration_protocol_report.json,55471,0.0529,"representation,loso","accuracy,acc,f1,valence,arousal,fold,validation","L5: ""evidence_level"": ""read-only validation-only calibration protocol simulation from existing prediction outputs; no new model training; no final performance claim"", || L15: ""mean_calibrated_macro_f1_gain"": 0.004983255100779761, || L16: ""median_calibrated_macro_f1_gain"": 0.004725063701372267, || L17: ""max_calibrated_macro_f1_gain"": 0.014311584034455427, || L21: ""recommended_next_objective"": ""representation_label_task_redesign_objective"", || L23: ""Validation-only calibration gains are too small or inconsistent."", || L25: ""A representation/label-task redesign objective is more appropriate after review."" || L29: ""name"": ""leave_one_fold_out_threshold_transfer"",",11
docs/roca/idare_high_disagreement_direct_deviation_challenge_current.json,48537,0.0463,representation,"acc,rmse,pearson,loss,valence,arousal,subject,test,baseline","L7: ""practical_rmse_lift"": 0.02, || L9: ""min_dev_pearson"": 0.1 || L13: ""target"": ""arousal"", || L19: ""subjects"": 63, || L21: ""stimulus_residual_rmse_on_subset"": 3.24013921212341, || L22: ""best_model_residual_rmse_on_subset"": 3.168414411105795, || L23: ""best_lift_vs_zero_residual_rmse"": 0.07172480101761503, || L24: ""best_residual_pearson"": 0.21297239622809686,",11
docs/idare_broader_standardized_single_modality_evaluation_report.json,38233,0.0365,loso,"accuracy,acc,f1,valence,arousal,subject,fold,validation,baseline","L4: ""condition"": ""baseline"", || L6: ""final_accuracy"": { || L12: ""final_balanced_accuracy"": { || L18: ""final_macro_f1"": { || L25: ""majority_accuracy"": { || L32: ""n_folds"": 6, || L35: ""task"": ""arousal"", || L36: ""threshold_best_balanced_accuracy"": {",11
docs/roca/stimulus_only_per_subject_metrics_current.csv,35536,0.0339,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,subject,test","L1: target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,accuracy,balanced_accuracy,macro_f1,auroc || L2: valence,global_mean,1,32,2.098853326612903,2.5151860163545052,,,0.0,0.625,0.5,0.38461538461538464,0.5 || L3: valence,global_mean,2,32,2.53125,2.8654123489020518,,,0.0,0.59375,0.5,0.37254901960784315,0.5 || L4: valence,global_mean,3,32,2.2866053427419355,2.6557285097443195,,,0.0,0.625,0.5,0.38461538461538464,0.5 || L5: valence,global_mean,5,32,2.599483366935484,2.892985517400524,,,0.0,0.5,0.5,0.3333333333333333,0.5 || L6: valence,global_mean,6,32,2.817949848790323,3.0475242944607404,,,0.0,0.53125,0.5,0.3469387755102041,0.5 || L7: valence,global_mean,7,32,1.5786605342741935,1.894553740231731,,,0.0,0.625,0.5,0.38461538461538464,0.5 || L8: valence,global_mean,8,32,2.386781754032258,2.7145001084409515,,,0.0,0.5,0.5,0.3333333333333333,0.5",11
scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_label_task_redesign_report_fixed.sh,34188,0.0326,"representation,loso","acc,valence,arousal,subject,fold,test,baseline","L4: echo ""===== 0) start representation/label-task diagnostic report ====="" || L37: docs/idare_representation_label_task_redesign_objective.md \ || L38: docs/idare_representation_label_task_redesign_objective.json \ || L42: docs/idare_diagnostic_sanity_tests_report.md \ || L44: .cache/idare_eeg_cache_index_baseline_corrected.csv \ || L45: .cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy \ || L50: echo ""===== 3) remove stale partial outputs and generate representation/label-task diagnostic report ====="" || L52: docs/idare_representation_label_task_redesign_report.md \",11
scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_label_task_redesign_report.sh,33838,0.0323,"representation,loso","acc,valence,arousal,subject,fold,test,baseline","L4: echo ""===== 0) start representation/label-task diagnostic report ====="" || L37: docs/idare_representation_label_task_redesign_objective.md \ || L38: docs/idare_representation_label_task_redesign_objective.json \ || L42: docs/idare_diagnostic_sanity_tests_report.md \ || L44: .cache/idare_eeg_cache_index_baseline_corrected.csv \ || L45: .cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy \ || L50: echo ""===== 3) generate representation/label-task diagnostic report ====="" || L65: OUT_MD = DOCS / ""idare_representation_label_task_redesign_report.md""",11
scripts/idare/analysis/run_idare_label_semantics_alternative_formulation_smoke_tests.py,32059,0.0306,loso,"accuracy,acc,f1,valence,arousal,subject,fold,test,baseline","L2: """"""Read-only smoke tests for I-DARE within-subject pairwise affect preference formulation. || L24: SCRIPT_PATH = Path(""scripts/idare/analysis/run_idare_label_semantics_alternative_formulation_smoke_tests.py"") || L27: OBJECTIVE_JSON = DOCS / ""idare_label_semantics_alternative_formulation_smoke_tests_objective.json"" || L31: SMOKE_PLAN_CSV = DOCS / ""idare_label_semantics_alternative_formulation_smoke_test_plan.csv"" || L36: EEG_INDEX = Path("".cache/idare_eeg_cache_index_baseline_corrected.csv"") || L39: REPORT_MD = DOCS / ""idare_label_semantics_alternative_formulation_smoke_tests_report.md"" || L40: REPORT_JSON = DOCS / ""idare_label_semantics_alternative_formulation_smoke_tests_report.json"" || L42: PAIR_FOLD_AUDIT = DOCS / ""idare_label_semantics_alternative_formulation_pair_fold_audit.csv""",11
scripts/idare/analysis/run_idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_tests.py,28706,0.0274,"conv,loso","valence,arousal,subject,fold,test,validation,baseline","L19: OBJECTIVE_JSON = D / ""idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_tests_objective.json"" || L22: EEG_INDEX = CACHE / ""idare_eeg_cache_index_baseline_corrected.csv"" || L25: REPORT_MD = D / ""idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_tests_report.md"" || L26: REPORT_JSON = D / ""idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_tests_report.json"" || L30: FOLD_LOCALITY_AUDIT = D / ""idare_label_semantics_alternative_pairwise_target_sampling_rethink_fold_locality_audit.csv"" || L36: SCRIPT_PATH = Path(""scripts/idare/analysis/run_idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_tests.py"") || L38: N_FOLDS = 6 || L40: MIN_VALIDATION_PAIRS = 1000",11
docs/roca/eeg_gaussian10_valence_test_oracle_runlog_current.txt,28067,0.0268,,"accuracy,acc,rmse,mae,pearson,valence,subject,fold,test,validation,baseline",L2: target: valence || L3: cache: baseline_corrected || L23: === Config gaussian_0p10 | Fold 1/63 | test_subject=1 === || L24: [ORACLE-LEAKAGE MODE] Skipping clean inner validation. The held-out test subject will be used for checkpoint selection. || L25: [ORACLE-LEAKAGE MODE] selected best_epoch=4 using test_subject=1; oracle_test_rmse_scaled=0.8895686682231241 || L26: test rmse=1.1198 dev_rmse=1.1198 dev_pearson=0.3293916522307619 pred_dev_std=0.2060860445936026 || L28: === Config gaussian_0p10 | Fold 2/63 | test_subject=2 === || L29: [ORACLE-LEAKAGE MODE] Skipping clean inner validation. The held-out test subject will be used for checkpoint selection.,11
