artifact_path,source_kind,commit_sha,line_number,category,line,excerpt
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,283,stimulus_id_reference,"""stimulus_id"": str(trial_i + 1),","279:         for trial_i in range(40):
280:             row = {
281:                 ""subject_id"": sid,
282:                 ""subject_file"": path.name,
283:                 ""stimulus_id"": str(trial_i + 1),
284:                 ""trial_id"": trial_i + 1,
285:                 ""trial_index_0based"": trial_i,
286:                 ""data_shape"": data_shape,
287:             }"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,284,trial_index_reference,"""trial_id"": trial_i + 1,","280:             row = {
281:                 ""subject_id"": sid,
282:                 ""subject_file"": path.name,
283:                 ""stimulus_id"": str(trial_i + 1),
284:                 ""trial_id"": trial_i + 1,
285:                 ""trial_index_0based"": trial_i,
286:                 ""data_shape"": data_shape,
287:             }
288:             for j, name in enumerate(LABEL_COLUMNS):"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,285,trial_index_reference,"""trial_index_0based"": trial_i,","281:                 ""subject_id"": sid,
282:                 ""subject_file"": path.name,
283:                 ""stimulus_id"": str(trial_i + 1),
284:                 ""trial_id"": trial_i + 1,
285:                 ""trial_index_0based"": trial_i,
286:                 ""data_shape"": data_shape,
287:             }
288:             for j, name in enumerate(LABEL_COLUMNS):
289:                 row[f""{name}_score""] = float(labels[trial_i, j])"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,318,stimulus_id_reference,"stim_mean = train.groupby(""stimulus_id"")[score_col].mean()","314: 
315:         global_mean = float(train[score_col].mean())
316:         global_p_high = float(np.nanmean(binarize(train[score_col].to_numpy(dtype=float), label_policy)))
317: 
318:         stim_mean = train.groupby(""stimulus_id"")[score_col].mean()
319:         train_bin = train.copy()
320:         train_bin[""bin""] = binarize(train_bin[score_col].to_numpy(dtype=float), label_policy)
321:         stim_p_high = train_bin.groupby(""stimulus_id"")[""bin""].mean()
322: "
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,321,stimulus_id_reference,"stim_p_high = train_bin.groupby(""stimulus_id"")[""bin""].mean()","317: 
318:         stim_mean = train.groupby(""stimulus_id"")[score_col].mean()
319:         train_bin = train.copy()
320:         train_bin[""bin""] = binarize(train_bin[score_col].to_numpy(dtype=float), label_policy)
321:         stim_p_high = train_bin.groupby(""stimulus_id"")[""bin""].mean()
322: 
323:         for model in [""global_mean"", ""stimulus_only""]:
324:             out = test[[""subject_id"", ""stimulus_id"", ""trial_id""]].rename(columns={""subject_id"": ""test_subject""}).copy()
325:             out[""target""] = target"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,324,stimulus_id_reference,"out = test[[""subject_id"", ""stimulus_id"", ""trial_id""]].rename(columns={""subject_id"": ""test_subject""}).copy()","320:         train_bin[""bin""] = binarize(train_bin[score_col].to_numpy(dtype=float), label_policy)
321:         stim_p_high = train_bin.groupby(""stimulus_id"")[""bin""].mean()
322: 
323:         for model in [""global_mean"", ""stimulus_only""]:
324:             out = test[[""subject_id"", ""stimulus_id"", ""trial_id""]].rename(columns={""subject_id"": ""test_subject""}).copy()
325:             out[""target""] = target
326:             out[""model""] = model
327:             out[""y_true_score""] = test[score_col].to_numpy(dtype=float)
328:             out[""y_true_bin""] = binarize(out[""y_true_score""].to_numpy(dtype=float), label_policy)"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,324,trial_index_reference,"out = test[[""subject_id"", ""stimulus_id"", ""trial_id""]].rename(columns={""subject_id"": ""test_subject""}).copy()","320:         train_bin[""bin""] = binarize(train_bin[score_col].to_numpy(dtype=float), label_policy)
321:         stim_p_high = train_bin.groupby(""stimulus_id"")[""bin""].mean()
322: 
323:         for model in [""global_mean"", ""stimulus_only""]:
324:             out = test[[""subject_id"", ""stimulus_id"", ""trial_id""]].rename(columns={""subject_id"": ""test_subject""}).copy()
325:             out[""target""] = target
326:             out[""model""] = model
327:             out[""y_true_score""] = test[score_col].to_numpy(dtype=float)
328:             out[""y_true_bin""] = binarize(out[""y_true_score""].to_numpy(dtype=float), label_policy)"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,334,stimulus_id_reference,"out[""y_pred_score""] = out[""stimulus_id""].map(stim_mean).astype(float)","330:             if model == ""global_mean"":
331:                 out[""y_pred_score""] = global_mean
332:                 out[""p_high""] = global_p_high
333:             else:
334:                 out[""y_pred_score""] = out[""stimulus_id""].map(stim_mean).astype(float)
335:                 out[""p_high""] = out[""stimulus_id""].map(stim_p_high).astype(float)
336: 
337:             out[""y_pred_bin""] = (out[""p_high""].to_numpy(dtype=float) >= 0.5).astype(float)
338:             all_rows.append(out)"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,335,stimulus_id_reference,"out[""p_high""] = out[""stimulus_id""].map(stim_p_high).astype(float)","331:                 out[""y_pred_score""] = global_mean
332:                 out[""p_high""] = global_p_high
333:             else:
334:                 out[""y_pred_score""] = out[""stimulus_id""].map(stim_mean).astype(float)
335:                 out[""p_high""] = out[""stimulus_id""].map(stim_p_high).astype(float)
336: 
337:             out[""y_pred_bin""] = (out[""p_high""].to_numpy(dtype=float) >= 0.5).astype(float)
338:             all_rows.append(out)
339: "
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,390,stimulus_id_reference,"""stimuli"": int(trial_df[""stimulus_id""].nunique()),","386:         ""protocol"": ""DEAP stimulus-only LOSO baseline"",
387:         ""deap_dir"": str(args.deap_dir),
388:         ""label_policy"": args.label_policy,
389:         ""subjects"": int(trial_df[""subject_id""].nunique()),
390:         ""stimuli"": int(trial_df[""stimulus_id""].nunique()),
391:         ""trials"": int(len(trial_df)),
392:         ""models"": [""global_mean"", ""stimulus_only""],
393:         ""targets"": [""valence"", ""arousal""],
394:         ""notes"": ["
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,398,trial_index_reference,"""DEAP trial_id is treated as stimulus/video id."",","394:         ""notes"": [
395:             ""No EEG/EMG data are used."",
396:             ""For every LOSO fold, stimulus means and P(high) are computed from train subjects only."",
397:             ""Test subject labels are used only for final evaluation."",
398:             ""DEAP trial_id is treated as stimulus/video id."",
399:             ""High label is computed with the selected label policy."",
400:         ],
401:         ""issues"": issues,
402:         ""outputs"": {"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,398,mapping_source_reference,"""DEAP trial_id is treated as stimulus/video id."",","394:         ""notes"": [
395:             ""No EEG/EMG data are used."",
396:             ""For every LOSO fold, stimulus means and P(high) are computed from train subjects only."",
397:             ""Test subject labels are used only for final evaluation."",
398:             ""DEAP trial_id is treated as stimulus/video id."",
399:             ""High label is computed with the selected label policy."",
400:         ],
401:         ""issues"": issues,
402:         ""outputs"": {"
scripts/roca/01_deap_stimulus_only_loso.py,current_worktree,,433,stimulus_id_reference,"lines.append(f""- stimuli/trials per subject: `{trial_df['stimulus_id'].nunique()}`"")","429:     lines.append(""- targets: `valence`, `arousal`"")
430:     lines.append(""- leakage control: stimulus means and P(high) are computed from train subjects only.\n"")
431:     lines.append(""## Dataset\n"")
432:     lines.append(f""- subjects: `{trial_df['subject_id'].nunique()}`"")
433:     lines.append(f""- stimuli/trials per subject: `{trial_df['stimulus_id'].nunique()}`"")
434:     lines.append(f""- total subject-trials: `{len(trial_df)}`\n"")
435:     lines.append(""## Main metrics\n"")
436:     lines.append(md_table(main.to_dict(orient=""records""), [c for c in cols if c in main.columns]))
437:     lines.append(""\n## Interpretation\n"")"
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,19,trial_index_reference,"DEFAULT_IDARE_TRIAL_INDEX = CACHE_DIR / ""idare_trial_index.csv""","15: ROOT = Path(__file__).resolve().parents[2]
16: CACHE_DIR = ROOT / "".cache""
17: ROCA_DIR = ROOT / ""docs"" / ""roca""
18: 
19: DEFAULT_IDARE_TRIAL_INDEX = CACHE_DIR / ""idare_trial_index.csv""
20: DEFAULT_DEAP_DIR = Path(""/mnt/HDD/AliWorks/DEAP/data_preprocessed_python"")
21: 
22: TARGETS = {
23:     ""valence"": ""valence_score"","
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,34,trial_index_reference,"p.add_argument(""--idare-trial-index"", type=Path, default=DEFAULT_IDARE_TRIAL_INDEX)","30: 
31: def parse_args():
32:     p = argparse.ArgumentParser()
33:     p.add_argument(""--dataset"", choices=[""idare"", ""deap"", ""both""], default=""both"")
34:     p.add_argument(""--idare-trial-index"", type=Path, default=DEFAULT_IDARE_TRIAL_INDEX)
35:     p.add_argument(""--deap-dir"", type=Path, default=DEFAULT_DEAP_DIR)
36:     p.add_argument(""--out-prefix"", type=str, default=""prior_baselines_no_global_current"")
37:     return p.parse_args()
38: "
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,227,stimulus_id_reference,"needed = [""subject_id"", ""stimulus_id"", ""valence_score"", ""arousal_score""]","223:     if not path.exists():
224:         raise FileNotFoundError(path)
225: 
226:     df = pd.read_csv(path)
227:     needed = [""subject_id"", ""stimulus_id"", ""valence_score"", ""arousal_score""]
228:     missing = [c for c in needed if c not in df.columns]
229:     if missing:
230:         raise KeyError(f""I-DARE trial index missing columns: {missing}"")
231: "
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,235,stimulus_id_reference,"out[""stimulus_id""] = out[""stimulus_id""].astype(str)","231: 
232:     out = df[needed].copy()
233:     out[""dataset""] = ""I-DARE""
234:     out[""subject_id""] = out[""subject_id""].astype(int)
235:     out[""stimulus_id""] = out[""stimulus_id""].astype(str)
236:     out = out.drop_duplicates([""subject_id"", ""stimulus_id""]).reset_index(drop=True)
237:     return out[[""dataset"", ""subject_id"", ""stimulus_id"", ""valence_score"", ""arousal_score""]]
238: 
239: "
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,236,stimulus_id_reference,"out = out.drop_duplicates([""subject_id"", ""stimulus_id""]).reset_index(drop=True)","232:     out = df[needed].copy()
233:     out[""dataset""] = ""I-DARE""
234:     out[""subject_id""] = out[""subject_id""].astype(int)
235:     out[""stimulus_id""] = out[""stimulus_id""].astype(str)
236:     out = out.drop_duplicates([""subject_id"", ""stimulus_id""]).reset_index(drop=True)
237:     return out[[""dataset"", ""subject_id"", ""stimulus_id"", ""valence_score"", ""arousal_score""]]
238: 
239: 
240: def load_deap(deap_dir: Path) -> pd.DataFrame:"
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,237,stimulus_id_reference,"return out[[""dataset"", ""subject_id"", ""stimulus_id"", ""valence_score"", ""arousal_score""]]","233:     out[""dataset""] = ""I-DARE""
234:     out[""subject_id""] = out[""subject_id""].astype(int)
235:     out[""stimulus_id""] = out[""stimulus_id""].astype(str)
236:     out = out.drop_duplicates([""subject_id"", ""stimulus_id""]).reset_index(drop=True)
237:     return out[[""dataset"", ""subject_id"", ""stimulus_id"", ""valence_score"", ""arousal_score""]]
238: 
239: 
240: def load_deap(deap_dir: Path) -> pd.DataFrame:
241:     if not deap_dir.exists():"
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,260,stimulus_id_reference,"""stimulus_id"": str(trial_i + 1),","256:         for trial_i in range(labels.shape[0]):
257:             rows.append({
258:                 ""dataset"": ""DEAP"",
259:                 ""subject_id"": int(sid),
260:                 ""stimulus_id"": str(trial_i + 1),
261:                 ""valence_score"": float(labels[trial_i, 0]),
262:                 ""arousal_score"": float(labels[trial_i, 1]),
263:             })
264: "
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,270,stimulus_id_reference,"n_stimuli = int(df[""stimulus_id""].nunique())","266: 
267: 
268: def check_grid(df: pd.DataFrame, dataset: str):
269:     n_subjects = int(df[""subject_id""].nunique())
270:     n_stimuli = int(df[""stimulus_id""].nunique())
271:     expected = n_subjects * n_stimuli
272:     duplicated = int(df.duplicated([""subject_id"", ""stimulus_id""]).sum())
273: 
274:     if duplicated:"
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,272,stimulus_id_reference,"duplicated = int(df.duplicated([""subject_id"", ""stimulus_id""]).sum())","268: def check_grid(df: pd.DataFrame, dataset: str):
269:     n_subjects = int(df[""subject_id""].nunique())
270:     n_stimuli = int(df[""stimulus_id""].nunique())
271:     expected = n_subjects * n_stimuli
272:     duplicated = int(df.duplicated([""subject_id"", ""stimulus_id""]).sum())
273: 
274:     if duplicated:
275:         raise ValueError(f""{dataset}: duplicated subject/stimulus cells={duplicated}"")
276: "
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,297,stimulus_id_reference,"stimuli = sorted(df[""stimulus_id""].astype(str).unique().tolist())","293: 
294: 
295: def additive_design(df: pd.DataFrame) -> np.ndarray:
296:     subjects = sorted(df[""subject_id""].astype(int).unique().tolist())
297:     stimuli = sorted(df[""stimulus_id""].astype(str).unique().tolist())
298: 
299:     subj_code = pd.Categorical(df[""subject_id""].astype(int), categories=subjects).codes
300:     stim_code = pd.Categorical(df[""stimulus_id""].astype(str), categories=stimuli).codes
301: "
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,300,stimulus_id_reference,"stim_code = pd.Categorical(df[""stimulus_id""].astype(str), categories=stimuli).codes","296:     subjects = sorted(df[""subject_id""].astype(int).unique().tolist())
297:     stimuli = sorted(df[""stimulus_id""].astype(str).unique().tolist())
298: 
299:     subj_code = pd.Categorical(df[""subject_id""].astype(int), categories=subjects).codes
300:     stim_code = pd.Categorical(df[""stimulus_id""].astype(str), categories=stimuli).codes
301: 
302:     n = len(df)
303:     p = 1 + max(0, len(subjects) - 1) + max(0, len(stimuli) - 1)
304:     x = np.zeros((n, p), dtype=float)"
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,381,stimulus_id_reference,"n_stimuli = int(df[""stimulus_id""].nunique())","377:     binary_rows = []
378:     pred_rows = []
379: 
380:     n_subjects = int(df[""subject_id""].nunique())
381:     n_stimuli = int(df[""stimulus_id""].nunique())
382: 
383:     print(f""[DATASET] {dataset}: rows={len(df)} subjects={n_subjects} stimuli={n_stimuli}"")
384: 
385:     for target, y_col in TARGETS.items():"
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,394,stimulus_id_reference,"marginal_loo_mean(df, y_col, ""stimulus_id""),","390:         score_protocols = [
391:             (
392:                 ""leave_one_subject_out"",
393:                 ""stimulus_only"",
394:                 marginal_loo_mean(df, y_col, ""stimulus_id""),
395:                 ""For each held-out subject, predict each stimulus by train-subject mean of the same stimulus."",
396:             ),
397:             (
398:                 ""leave_one_stimulus_out"","
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,422,stimulus_id_reference,"p_df = df[[""subject_id"", ""stimulus_id""]].copy()","418:             }
419:             row.update(continuous_metrics(y, pred))
420:             main_rows.append(row)
421: 
422:             p_df = df[[""subject_id"", ""stimulus_id""]].copy()
423:             p_df.insert(0, ""dataset"", dataset)
424:             p_df[""target""] = target
425:             p_df[""protocol""] = protocol
426:             p_df[""model""] = model"
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,449,stimulus_id_reference,"class_marginal_loo_prob(df, y_col, policy, ""stimulus_id""),","445:             prob_protocols_by_policy[policy] = [
446:                 (
447:                     ""leave_one_subject_out"",
448:                     ""stimulus_only"",
449:                     class_marginal_loo_prob(df, y_col, policy, ""stimulus_id""),
450:                 ),
451:                 (
452:                     ""leave_one_stimulus_out"",
453:                     ""subject_only"","
scripts/roca/01c_prior_baselines_no_global.py,current_worktree,,556,trial_index_reference,"datasets[""I-DARE""] = load_idare(args.idare_trial_index)","552:     if args.dataset in {""deap"", ""both""}:
553:         datasets[""DEAP""] = load_deap(args.deap_dir)
554: 
555:     if args.dataset in {""idare"", ""both""}:
556:         datasets[""I-DARE""] = load_idare(args.idare_trial_index)
557: 
558:     for dataset, df in datasets.items():
559:         m, b, p = run_dataset(df, dataset)
560:         all_main.extend(m)"
